age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
31,management,married,tertiary,no,792,no,no,cellular,20,aug,763,14,-1,0,unknown,yes
59,retired,divorced,secondary,no,21,yes,no,telephone,19,nov,121,2,-1,0,unknown,no
44,technician,single,secondary,no,285,yes,no,cellular,12,may,373,3,-1,0,unknown,no
24,services,single,secondary,no,1299,yes,yes,cellular,18,may,113,2,-1,0,unknown,no
39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,yes
39,admin.,divorced,secondary,no,83,yes,no,cellular,30,jul,69,6,-1,0,unknown,no
46,blue-collar,married,secondary,no,2348,no,no,cellular,17,nov,182,1,-1,0,unknown,no
23,blue-collar,single,secondary,no,105,yes,no,unknown,16,may,498,2,-1,0,unknown,no
34,management,married,tertiary,no,557,yes,no,cellular,16,jul,513,1,-1,0,unknown,no
51,management,married,tertiary,no,0,no,no,unknown,7,jun,302,1,-1,0,unknown,yes
40,management,single,secondary,no,10378,yes,no,cellular,17,nov,523,3,-1,0,unknown,no
31,technician,married,secondary,no,-360,yes,no,unknown,27,may,93,2,-1,0,unknown,no
28,admin.,single,secondary,no,19,no,no,cellular,8,jul,78,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,1098,yes,no,unknown,26,may,19,17,-1,0,unknown,no
31,management,single,tertiary,no,471,no,no,cellular,29,aug,153,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,1236,yes,no,cellular,11,may,911,3,-1,0,unknown,yes
29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success,yes
38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown,no
37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
33,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,unknown,no
35,blue-collar,married,tertiary,no,1016,yes,no,cellular,17,jul,294,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,jul,273,5,-1,0,unknown,no
49,technician,single,secondary,no,1202,yes,no,unknown,18,jun,122,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,4,yes,no,cellular,16,jul,158,1,-1,0,unknown,no
52,services,married,secondary,no,497,yes,no,telephone,15,jul,265,5,-1,0,unknown,no
35,services,married,secondary,no,4170,yes,no,unknown,20,may,1777,1,-1,0,unknown,yes
35,technician,single,secondary,no,1001,no,yes,cellular,24,jul,178,2,-1,0,unknown,no
42,technician,married,secondary,no,994,yes,no,cellular,12,nov,227,3,93,6,success,yes
36,management,married,tertiary,no,539,no,no,cellular,11,aug,176,1,-1,0,unknown,no
45,admin.,married,secondary,no,46,yes,no,cellular,5,may,234,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,299,yes,no,cellular,15,jul,180,4,-1,0,unknown,no
47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes
36,technician,married,secondary,no,3579,no,no,cellular,14,aug,308,2,-1,0,unknown,no
55,technician,divorced,secondary,yes,284,yes,no,cellular,7,aug,78,2,-1,0,unknown,no
59,self-employed,married,tertiary,no,185,no,no,cellular,4,feb,283,1,-1,0,unknown,no
41,services,single,secondary,no,-675,yes,yes,cellular,18,mar,147,4,-1,0,unknown,yes
36,technician,married,secondary,no,432,yes,yes,unknown,4,aug,94,1,-1,0,unknown,no
46,self-employed,married,primary,no,3262,no,no,cellular,14,aug,77,8,-1,0,unknown,no
46,admin.,married,secondary,no,660,no,no,cellular,6,aug,740,2,-1,0,unknown,yes
50,admin.,divorced,secondary,no,81,no,yes,cellular,21,nov,64,1,-1,0,unknown,no
53,management,married,tertiary,no,12,no,no,cellular,27,aug,345,10,-1,0,unknown,no
46,services,divorced,unknown,no,973,no,no,cellular,2,feb,297,1,-1,0,unknown,no
32,technician,married,secondary,no,465,yes,no,cellular,12,may,210,2,-1,0,unknown,no
26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
54,retired,married,secondary,no,1371,no,no,telephone,25,jul,1492,2,-1,0,unknown,yes
39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,7,-1,0,unknown,yes
18,student,single,primary,no,608,no,no,cellular,12,aug,267,1,-1,0,unknown,yes
25,blue-collar,single,secondary,no,192,no,no,telephone,4,jul,112,2,-1,0,unknown,no
69,retired,married,primary,no,2346,no,no,cellular,11,feb,354,2,-1,0,unknown,yes
33,management,married,tertiary,no,22867,yes,no,cellular,10,aug,73,1,440,2,failure,no
33,technician,married,secondary,no,1234,no,no,telephone,9,nov,61,1,-1,0,unknown,no
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,yes
27,management,single,tertiary,no,390,no,no,cellular,28,oct,190,1,82,1,success,no
40,blue-collar,married,secondary,no,2158,no,no,cellular,10,jul,277,1,-1,0,unknown,no
31,management,single,tertiary,no,18,no,no,cellular,8,aug,82,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,2054,yes,no,unknown,20,may,447,1,-1,0,unknown,no
26,technician,single,secondary,no,1105,yes,no,cellular,6,sep,415,1,297,3,other,yes
49,management,married,secondary,no,104,yes,no,unknown,8,may,285,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,7119,no,yes,telephone,20,nov,871,3,-1,0,unknown,yes
41,housemaid,married,secondary,no,879,no,no,unknown,5,jun,1053,2,-1,0,unknown,yes
53,management,married,tertiary,no,34230,yes,yes,cellular,7,may,279,1,358,9,other,no
35,admin.,single,secondary,no,303,no,no,cellular,24,sep,173,2,190,10,other,yes
33,unknown,married,secondary,no,335,no,no,cellular,4,feb,891,2,177,7,failure,yes
57,retired,divorced,primary,no,63,no,yes,cellular,25,jul,1448,17,-1,0,unknown,yes
39,self-employed,single,tertiary,no,2298,yes,yes,cellular,20,apr,13,2,319,18,other,no
36,housemaid,married,primary,no,622,no,no,unknown,20,jun,55,5,-1,0,unknown,no
56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,aug,47,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,6,may,262,1,-1,0,unknown,no
30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
37,services,single,tertiary,no,1189,no,no,cellular,13,sep,323,9,199,4,other,yes
38,technician,single,tertiary,no,5122,yes,no,cellular,20,nov,370,1,184,1,failure,no
30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,yes
30,admin.,single,secondary,no,69,yes,no,cellular,17,apr,997,1,-1,0,unknown,yes
28,management,married,tertiary,no,12,yes,no,cellular,9,sep,202,1,-1,0,unknown,yes
46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,121,1,-1,0,unknown,yes
59,unemployed,single,primary,no,7724,no,no,cellular,21,nov,373,3,-1,0,unknown,yes
40,technician,married,secondary,no,-28,yes,yes,unknown,30,may,289,2,-1,0,unknown,no
35,management,single,tertiary,no,671,yes,no,cellular,10,mar,112,1,-1,0,unknown,yes
37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,yes
35,management,married,tertiary,no,867,yes,no,unknown,2,jun,230,3,-1,0,unknown,yes
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,nov,301,2,91,1,success,yes
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,unknown,no
49,services,divorced,secondary,no,933,no,yes,cellular,29,jul,92,33,-1,0,unknown,no
35,unemployed,married,secondary,no,1,yes,no,cellular,28,jul,173,8,-1,0,unknown,no
50,management,married,secondary,no,2910,no,no,telephone,29,jul,790,1,-1,0,unknown,no
32,housemaid,married,primary,no,51,yes,no,cellular,12,may,324,1,-1,0,unknown,no
52,unemployed,married,secondary,no,2251,yes,no,unknown,3,jun,58,9,-1,0,unknown,no
35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,3,-1,0,unknown,yes
34,admin.,married,secondary,no,804,yes,no,cellular,23,jul,256,9,-1,0,unknown,no
36,blue-collar,married,secondary,no,3463,yes,no,telephone,21,nov,29,4,-1,0,unknown,no
39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,-1,0,unknown,yes
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,failure,yes
25,services,divorced,secondary,no,1694,no,no,cellular,7,jul,159,2,-1,0,unknown,no
43,management,married,tertiary,yes,0,no,no,cellular,27,aug,25,19,-1,0,unknown,no
59,admin.,married,secondary,no,2145,no,no,telephone,17,nov,273,2,-1,0,unknown,no
36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,1,-1,0,unknown,yes
45,services,divorced,secondary,no,0,yes,yes,cellular,21,nov,173,1,192,1,failure,no
52,entrepreneur,divorced,secondary,no,105,no,yes,telephone,22,jul,275,4,-1,0,unknown,no
69,retired,married,secondary,no,2473,no,no,cellular,8,jul,967,3,-1,0,unknown,yes
18,student,single,secondary,no,5,no,no,cellular,24,aug,143,2,-1,0,unknown,no
42,technician,married,tertiary,no,757,no,no,cellular,10,feb,154,1,-1,0,unknown,yes
46,entrepreneur,married,secondary,no,131,yes,no,cellular,20,apr,69,2,-1,0,unknown,no
40,blue-collar,married,primary,no,1841,yes,no,cellular,15,may,880,4,-1,0,unknown,yes
39,management,married,tertiary,no,494,no,no,cellular,9,sep,216,1,183,5,success,yes
31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,-1,0,unknown,no
24,admin.,single,tertiary,no,-61,no,no,cellular,11,mar,95,4,-1,0,unknown,yes
50,management,married,tertiary,no,469,no,no,cellular,16,oct,170,1,183,1,success,yes
51,management,divorced,tertiary,no,-2282,yes,yes,cellular,14,jul,301,6,-1,0,unknown,no
30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,-1,0,unknown,yes
43,technician,married,secondary,no,-1701,yes,no,unknown,26,may,285,1,-1,0,unknown,no
33,blue-collar,single,secondary,no,-14,yes,no,cellular,14,may,223,2,-1,0,unknown,no
52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,yes
51,housemaid,married,primary,no,618,yes,yes,cellular,4,feb,69,1,-1,0,unknown,no
71,technician,married,tertiary,no,383,no,no,cellular,27,apr,388,3,-1,0,unknown,yes
42,admin.,single,unknown,no,22,no,no,unknown,19,jun,246,3,-1,0,unknown,no
35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,300,1,success,yes
58,management,divorced,secondary,no,3161,no,no,telephone,30,jul,542,2,-1,0,unknown,yes
32,management,married,tertiary,no,81,yes,no,cellular,17,nov,120,1,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,no,cellular,9,nov,524,1,96,5,success,yes
47,admin.,single,secondary,no,3531,yes,no,cellular,7,jul,49,6,-1,0,unknown,no
36,management,married,tertiary,no,495,no,no,cellular,5,aug,157,3,97,2,success,yes
42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,324,1,106,1,failure,yes
58,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown,yes
28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,1112,3,-1,0,unknown,yes
31,blue-collar,single,secondary,no,2093,no,no,cellular,7,jul,103,1,-1,0,unknown,no
42,unemployed,married,tertiary,no,0,no,no,cellular,8,oct,113,1,-1,0,unknown,no
38,admin.,married,secondary,no,1767,yes,no,cellular,9,jul,483,4,239,7,success,yes
33,services,married,secondary,no,1082,yes,yes,cellular,19,nov,351,1,-1,0,unknown,no
30,technician,single,secondary,no,2734,no,no,cellular,21,nov,459,3,-1,0,unknown,yes
38,admin.,divorced,secondary,no,-51,no,yes,cellular,30,jan,102,1,-1,0,unknown,no
58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,4,-1,0,unknown,yes
36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,unknown,yes
34,technician,married,unknown,no,4053,yes,no,unknown,23,may,123,2,-1,0,unknown,no
39,services,married,secondary,no,20928,no,no,cellular,14,may,1166,1,352,1,other,no
53,technician,married,secondary,no,10185,no,no,cellular,23,mar,115,1,-1,0,unknown,yes
43,management,married,tertiary,no,-391,yes,no,cellular,28,jul,193,8,-1,0,unknown,no
59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,125,2,-1,0,unknown,yes
46,blue-collar,married,primary,no,-388,yes,yes,cellular,10,jul,207,1,-1,0,unknown,no
29,technician,married,secondary,no,2326,no,no,cellular,6,mar,195,1,-1,0,unknown,yes
42,admin.,married,secondary,no,-1386,yes,yes,cellular,15,jul,56,4,-1,0,unknown,no
36,technician,single,secondary,no,-15,yes,no,unknown,6,may,341,3,-1,0,unknown,no
39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,668,1,-1,0,unknown,yes
29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,1,failure,yes
32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown,yes
26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,2,-1,0,unknown,yes
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes
31,entrepreneur,single,secondary,no,379,yes,no,cellular,18,jul,570,2,-1,0,unknown,no
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
58,retired,married,secondary,no,255,no,no,unknown,28,may,362,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,3,-1,0,unknown,yes
33,management,single,tertiary,no,131,yes,no,cellular,12,oct,209,3,427,2,failure,yes
57,management,married,primary,no,2538,no,yes,telephone,17,jul,485,2,-1,0,unknown,no
44,management,married,tertiary,no,1850,yes,no,cellular,6,may,274,1,-1,0,unknown,no
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown,yes
30,self-employed,single,tertiary,no,48,no,no,cellular,27,may,144,2,187,1,failure,no
59,management,married,primary,no,1727,no,no,telephone,25,may,500,4,358,2,failure,yes
54,management,married,tertiary,no,154,no,no,unknown,9,may,155,3,-1,0,unknown,no
55,entrepreneur,married,secondary,no,814,no,yes,cellular,28,jul,69,12,-1,0,unknown,no
34,management,divorced,tertiary,no,70,yes,no,unknown,22,jul,5,1,701,6,other,no
37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no
39,technician,single,secondary,no,1104,no,no,cellular,20,nov,333,2,105,2,success,no
37,management,married,tertiary,no,-491,yes,no,cellular,5,feb,80,2,-1,0,unknown,no
35,blue-collar,married,primary,no,105,yes,no,unknown,8,may,369,2,-1,0,unknown,no
45,management,married,unknown,no,2724,no,no,cellular,28,jun,359,2,182,1,success,yes
32,technician,single,unknown,no,491,no,no,cellular,8,oct,251,2,91,7,success,yes
50,management,married,tertiary,no,398,no,no,telephone,30,jul,1567,5,-1,0,unknown,no
31,management,single,tertiary,no,78,yes,no,cellular,22,jul,369,2,-1,0,unknown,no
36,blue-collar,married,primary,no,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,-1,0,unknown,yes
58,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown,yes
58,unknown,married,tertiary,no,4150,no,no,unknown,6,jun,363,1,-1,0,unknown,no
26,unemployed,single,tertiary,no,814,no,no,cellular,28,jan,1387,1,-1,0,unknown,yes
48,entrepreneur,married,secondary,no,0,no,yes,cellular,28,jul,431,2,-1,0,unknown,yes
51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes
36,management,married,secondary,no,565,no,no,cellular,27,mar,300,1,-1,0,unknown,yes
32,management,married,tertiary,no,578,no,yes,cellular,22,jul,29,2,-1,0,unknown,no
37,admin.,married,secondary,no,10465,no,no,unknown,17,jun,144,6,-1,0,unknown,no
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,yes
46,technician,married,secondary,no,363,yes,no,cellular,6,aug,209,3,-1,0,unknown,no
57,admin.,divorced,secondary,no,-461,yes,yes,unknown,4,jun,145,8,-1,0,unknown,no
58,services,married,secondary,no,12180,no,no,unknown,16,jun,121,5,-1,0,unknown,no
30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,126,1,148,6,failure,no
44,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551,1,371,2,failure,yes
31,admin.,single,secondary,no,1129,yes,no,cellular,18,may,145,3,-1,0,unknown,no
26,technician,married,secondary,no,744,no,no,cellular,15,apr,609,1,-1,0,unknown,no
41,unknown,single,tertiary,no,1567,no,no,cellular,1,jul,291,2,-1,0,unknown,no
31,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,unknown,no
41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1553,1,-1,0,unknown,yes
53,blue-collar,married,secondary,no,3079,no,no,cellular,5,apr,759,1,-1,0,unknown,no
43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,yes
45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,2,-1,0,unknown,yes
27,admin.,single,secondary,no,276,yes,no,unknown,19,may,311,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,4707,yes,no,unknown,23,may,93,8,-1,0,unknown,no
53,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,4709,no,no,cellular,22,aug,78,4,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,191,5,-1,0,unknown,no
28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
44,technician,married,primary,no,755,no,yes,cellular,31,jul,829,4,-1,0,unknown,yes
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
36,admin.,married,secondary,no,898,no,no,cellular,15,jul,118,5,-1,0,unknown,no
30,blue-collar,married,primary,no,5,no,no,cellular,23,dec,282,1,203,1,success,yes
40,management,married,tertiary,no,964,yes,no,telephone,13,may,95,3,-1,0,unknown,no
51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,aug,870,1,-1,0,unknown,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,yes
33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,unknown,no
36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,may,365,2,-1,0,unknown,yes
60,blue-collar,divorced,secondary,no,1310,no,no,unknown,7,may,152,2,-1,0,unknown,no
51,blue-collar,married,primary,no,1694,no,no,cellular,13,aug,186,2,-1,0,unknown,no
38,management,married,tertiary,no,613,no,no,cellular,3,feb,239,1,-1,0,unknown,yes
27,admin.,single,secondary,no,15,no,yes,cellular,21,jul,177,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,665,yes,no,unknown,15,may,57,4,-1,0,unknown,no
36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
42,technician,married,secondary,no,994,yes,no,cellular,18,jan,453,1,67,9,success,yes
50,services,married,secondary,no,1501,no,no,cellular,21,aug,946,4,-1,0,unknown,yes
38,management,divorced,tertiary,no,155,yes,no,unknown,20,jun,25,26,-1,0,unknown,no
33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,other,yes
42,technician,married,secondary,no,1865,yes,no,unknown,15,may,164,1,-1,0,unknown,no
40,management,married,tertiary,no,552,no,no,cellular,28,jul,761,8,-1,0,unknown,no
46,management,married,tertiary,no,699,no,no,cellular,2,feb,241,1,-1,0,unknown,no
33,blue-collar,married,secondary,yes,2,no,no,unknown,23,may,74,4,-1,0,unknown,no
59,management,married,unknown,no,3534,no,no,cellular,21,nov,216,4,-1,0,unknown,no
29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,yes
57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
41,entrepreneur,married,tertiary,no,221,yes,no,unknown,14,may,57,2,-1,0,unknown,no
33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,yes
60,housemaid,married,primary,no,517,no,no,unknown,12,jun,1178,3,-1,0,unknown,no
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,2,-1,0,unknown,yes
28,blue-collar,single,secondary,no,3817,yes,no,cellular,4,may,528,3,-1,0,unknown,no
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
32,self-employed,divorced,tertiary,no,3695,yes,no,cellular,15,may,34,1,353,3,other,no
48,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown,no
30,admin.,divorced,secondary,no,83,yes,yes,unknown,6,may,310,1,-1,0,unknown,no
56,management,married,tertiary,no,505,yes,yes,cellular,5,may,221,1,169,3,failure,no
44,services,divorced,secondary,no,51,yes,yes,unknown,27,may,3094,2,-1,0,unknown,yes
58,retired,married,primary,no,565,no,no,telephone,7,jul,876,1,-1,0,unknown,yes
50,management,married,tertiary,no,11528,yes,no,unknown,30,may,57,1,-1,0,unknown,no
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
46,entrepreneur,married,tertiary,no,1920,no,no,cellular,22,aug,604,6,-1,0,unknown,yes
65,admin.,married,secondary,no,952,no,no,cellular,2,jun,310,1,-1,0,unknown,yes
51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,may,17,1,-1,0,unknown,no
32,technician,single,tertiary,no,569,no,yes,cellular,29,jan,348,1,-1,0,unknown,no
45,management,single,tertiary,no,4831,no,no,cellular,29,jan,479,11,-1,0,unknown,yes
77,unknown,married,unknown,no,397,no,no,telephone,8,nov,207,1,185,3,success,no
36,blue-collar,married,secondary,no,418,yes,yes,cellular,13,may,132,2,-1,0,unknown,no
34,technician,married,secondary,no,652,yes,yes,cellular,18,jul,50,4,-1,0,unknown,no
41,housemaid,married,primary,no,0,no,no,cellular,14,apr,168,1,-1,0,unknown,yes
53,management,married,unknown,no,527,yes,no,cellular,23,jul,71,3,-1,0,unknown,no
23,student,single,secondary,no,1298,no,no,cellular,14,jul,603,1,-1,0,unknown,yes
74,retired,married,secondary,no,921,no,no,telephone,17,apr,394,2,-1,0,unknown,yes
42,technician,divorced,secondary,no,305,yes,no,cellular,28,aug,82,4,-1,0,unknown,no
29,unemployed,single,tertiary,no,150,yes,no,cellular,5,may,165,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,327,yes,no,unknown,28,may,333,2,-1,0,unknown,no
23,student,single,secondary,no,922,no,no,cellular,28,may,538,2,184,9,failure,yes
38,management,single,tertiary,no,38,no,no,cellular,20,aug,105,2,-1,0,unknown,no
45,technician,married,tertiary,no,377,yes,no,unknown,19,jun,835,3,-1,0,unknown,yes
51,blue-collar,married,unknown,no,41,yes,no,telephone,9,jul,16,43,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,unknown,yes
33,services,married,secondary,no,386,no,no,cellular,12,may,317,1,181,5,success,yes
45,management,divorced,tertiary,no,6200,no,no,cellular,29,jul,103,2,-1,0,unknown,no
27,admin.,single,unknown,no,5,yes,no,cellular,17,jul,225,2,-1,0,unknown,no
47,technician,divorced,unknown,no,442,yes,no,cellular,11,may,85,1,-1,0,unknown,no
39,student,single,tertiary,no,1107,yes,no,telephone,20,apr,407,4,-1,0,unknown,no
34,unknown,single,secondary,no,859,no,no,cellular,28,jan,829,1,-1,0,unknown,yes
60,blue-collar,divorced,primary,no,92,yes,no,unknown,6,jun,70,3,-1,0,unknown,no
26,services,single,secondary,no,37,no,yes,cellular,2,feb,219,5,-1,0,unknown,no
37,technician,married,secondary,no,261,no,no,cellular,29,aug,301,4,-1,0,unknown,no
22,student,single,unknown,no,3317,no,no,cellular,10,aug,148,1,-1,0,unknown,no
42,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,1,-1,0,unknown,no
40,management,married,tertiary,no,4381,no,no,telephone,29,jul,126,2,-1,0,unknown,no
60,technician,married,secondary,no,0,no,no,cellular,25,may,641,4,-1,0,unknown,yes
38,management,divorced,tertiary,no,547,yes,no,unknown,14,may,137,4,-1,0,unknown,no
59,retired,married,primary,no,574,no,no,cellular,18,aug,197,6,-1,0,unknown,no
29,management,single,tertiary,no,15459,no,no,cellular,18,feb,264,7,-1,0,unknown,yes
45,admin.,married,secondary,no,205,no,no,cellular,3,feb,373,1,92,1,success,yes
38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure,no
27,student,single,tertiary,no,311,no,no,telephone,2,mar,187,3,322,1,other,yes
38,blue-collar,married,secondary,no,0,no,no,unknown,20,jun,152,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,577,no,no,unknown,14,may,337,1,-1,0,unknown,no
28,technician,single,secondary,no,1363,no,no,cellular,27,feb,79,1,-1,0,unknown,yes
41,technician,married,secondary,no,-274,yes,no,unknown,27,may,182,3,-1,0,unknown,no
54,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,81,1,-1,0,unknown,no
42,management,married,primary,no,5310,yes,no,cellular,25,nov,968,2,97,4,success,yes
30,technician,single,secondary,no,486,no,no,cellular,28,jan,335,3,-1,0,unknown,no
24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,yes
35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,yes
80,retired,married,primary,no,997,no,no,cellular,29,oct,746,2,86,1,other,yes
59,admin.,married,secondary,no,4196,no,no,telephone,31,jul,10,2,-1,0,unknown,no
35,management,single,tertiary,no,304,yes,no,cellular,19,nov,274,2,-1,0,unknown,no
31,management,married,tertiary,no,22867,yes,no,unknown,27,may,241,2,-1,0,unknown,no
32,admin.,single,tertiary,no,328,yes,yes,unknown,26,jun,271,1,-1,0,unknown,no
57,management,married,primary,no,687,yes,yes,telephone,21,jul,107,3,-1,0,unknown,no
55,blue-collar,married,secondary,no,93,no,yes,cellular,28,jan,111,1,-1,0,unknown,no
38,admin.,single,unknown,no,446,yes,no,unknown,13,may,386,1,-1,0,unknown,no
57,self-employed,married,secondary,no,2109,no,no,cellular,21,aug,107,6,-1,0,unknown,no
25,technician,single,secondary,no,4859,no,no,cellular,12,jan,227,1,-1,0,unknown,yes
32,services,single,secondary,no,2881,no,no,cellular,2,jul,356,1,-1,0,unknown,yes
51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,87,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,322,yes,no,unknown,8,may,159,1,-1,0,unknown,no
32,blue-collar,married,primary,no,274,yes,no,unknown,9,may,21,3,-1,0,unknown,no
33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
32,blue-collar,single,secondary,no,1940,yes,yes,unknown,13,may,299,3,-1,0,unknown,no
32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,unknown,yes
31,blue-collar,married,primary,no,-848,yes,no,unknown,23,may,559,3,-1,0,unknown,no
20,student,single,primary,no,6991,no,no,cellular,12,aug,178,2,-1,0,unknown,yes
70,retired,married,primary,no,6538,no,no,cellular,9,sep,394,1,-1,0,unknown,yes
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,yes
