age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other,yes
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,unknown,yes
42,blue-collar,married,primary,no,704,yes,yes,telephone,31,jul,88,10,-1,0,unknown,no
29,services,single,secondary,no,695,no,no,unknown,3,jul,97,1,-1,0,unknown,no
26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,210,2,-1,0,unknown,yes
31,management,single,tertiary,no,2007,yes,no,unknown,20,may,253,1,-1,0,unknown,no
58,admin.,married,unknown,no,903,no,no,cellular,28,jan,56,1,-1,0,unknown,no
60,retired,married,secondary,no,194,no,yes,cellular,30,jul,61,5,-1,0,unknown,no
33,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,no
29,technician,single,tertiary,no,673,yes,no,cellular,9,feb,835,3,-1,0,unknown,yes
36,technician,single,secondary,no,265,yes,yes,unknown,5,may,348,1,-1,0,unknown,no
33,entrepreneur,married,secondary,no,135,yes,no,cellular,17,apr,114,1,345,2,failure,no
69,services,married,unknown,no,23592,no,no,cellular,3,jul,837,3,-1,0,unknown,no
28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes
37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,0,unknown,yes
36,blue-collar,married,primary,no,679,yes,yes,cellular,13,may,115,1,-1,0,unknown,no
33,services,married,primary,no,908,yes,yes,cellular,14,jul,184,2,-1,0,unknown,no
36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,67,2,111,2,failure,no
38,management,married,tertiary,no,1199,no,no,cellular,3,aug,482,1,-1,0,unknown,yes
59,retired,divorced,secondary,no,679,no,no,cellular,30,jul,761,4,-1,0,unknown,yes
58,retired,divorced,secondary,no,1080,yes,no,cellular,29,jul,1058,2,-1,0,unknown,yes
61,management,single,tertiary,no,2,no,no,cellular,12,aug,131,1,114,3,failure,yes
37,blue-collar,married,primary,no,3517,yes,no,unknown,23,may,445,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,41,yes,no,unknown,19,may,265,1,-1,0,unknown,no
38,management,married,unknown,no,3576,no,no,cellular,25,nov,349,2,183,1,success,yes
35,technician,single,secondary,no,300,yes,no,unknown,9,may,338,4,-1,0,unknown,no
21,student,single,secondary,no,2488,no,no,cellular,30,jun,258,6,169,3,success,yes
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
35,entrepreneur,married,secondary,no,2971,no,no,cellular,21,nov,112,2,-1,0,unknown,no
57,technician,married,primary,no,0,no,no,unknown,5,jun,58,8,-1,0,unknown,no
45,services,married,secondary,no,0,no,no,unknown,4,jun,153,6,-1,0,unknown,no
52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,failure,no
73,retired,divorced,secondary,no,7111,yes,no,cellular,12,oct,146,1,-1,0,unknown,yes
40,management,married,tertiary,no,24450,no,no,cellular,25,aug,73,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes
27,services,married,secondary,no,511,yes,no,unknown,30,jun,85,5,-1,0,unknown,no
34,entrepreneur,single,tertiary,no,2945,yes,no,cellular,17,apr,266,1,-1,0,unknown,no
31,technician,married,tertiary,no,165,no,no,cellular,15,may,218,4,-1,0,unknown,no
45,management,married,tertiary,no,2671,no,no,cellular,14,aug,94,4,-1,0,unknown,yes
53,technician,divorced,secondary,no,45,no,no,unknown,28,may,171,6,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,yes
30,entrepreneur,married,secondary,no,-346,yes,yes,cellular,22,jul,88,1,-1,0,unknown,no
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
39,blue-collar,married,primary,no,-50,yes,no,cellular,15,may,100,1,-1,0,unknown,no
28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,-1,0,unknown,yes
42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,no
42,management,married,tertiary,no,1205,no,no,telephone,8,sep,376,2,-1,0,unknown,yes
62,management,married,tertiary,no,7458,no,no,cellular,30,oct,212,2,-1,0,unknown,yes
56,management,married,unknown,no,4623,no,no,cellular,17,aug,348,1,-1,0,unknown,yes
35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes
45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success,yes
33,technician,married,secondary,no,177,yes,yes,cellular,12,may,22,8,-1,0,unknown,no
27,student,single,secondary,no,279,no,no,cellular,12,oct,323,1,-1,0,unknown,yes
41,services,married,secondary,no,-140,no,yes,unknown,6,jun,190,1,-1,0,unknown,no
43,admin.,married,tertiary,no,189,yes,no,cellular,14,jul,1062,4,-1,0,unknown,yes
41,blue-collar,married,primary,no,0,yes,yes,unknown,6,may,238,1,-1,0,unknown,no
36,management,married,tertiary,no,-633,yes,no,cellular,17,jul,106,1,-1,0,unknown,no
26,admin.,single,secondary,yes,0,yes,no,cellular,16,jul,157,2,-1,0,unknown,no
22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,-1,0,unknown,yes
21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other,no
54,admin.,married,primary,no,0,no,no,cellular,30,jul,255,2,-1,0,unknown,no
29,management,married,tertiary,no,941,yes,no,unknown,4,jun,570,11,-1,0,unknown,no
30,blue-collar,single,secondary,no,132,yes,no,unknown,16,may,329,1,-1,0,unknown,no
26,technician,single,tertiary,no,192,yes,no,unknown,15,may,477,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,1,-1,0,unknown,yes
38,management,married,tertiary,no,1440,no,no,cellular,11,aug,111,2,-1,0,unknown,no
48,services,divorced,unknown,no,973,no,no,cellular,8,oct,319,1,134,2,success,yes
46,technician,married,secondary,yes,289,no,no,unknown,7,may,51,3,-1,0,unknown,no
30,management,single,tertiary,no,277,yes,no,cellular,8,may,166,1,42,1,other,no
57,management,divorced,unknown,no,2986,no,no,cellular,17,dec,222,2,231,1,failure,yes
30,admin.,married,secondary,no,482,no,no,cellular,23,apr,86,1,-1,0,unknown,no
68,retired,divorced,primary,no,2027,no,no,cellular,15,jun,619,2,92,2,success,yes
26,technician,single,tertiary,no,11862,no,no,cellular,13,feb,119,1,-1,0,unknown,yes
35,management,single,tertiary,no,0,no,no,cellular,29,aug,131,2,-1,0,unknown,no
31,management,divorced,tertiary,no,-547,yes,yes,cellular,31,jul,101,10,-1,0,unknown,no
36,management,married,tertiary,no,673,yes,no,cellular,16,jul,689,1,-1,0,unknown,yes
42,housemaid,married,unknown,no,302,yes,no,cellular,11,jul,342,2,-1,0,unknown,no
55,management,divorced,tertiary,no,608,yes,no,cellular,7,may,161,2,-1,0,unknown,no
60,retired,married,secondary,no,197,no,no,cellular,7,oct,1386,1,-1,0,unknown,no
46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown,no
52,admin.,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,yes
37,technician,married,secondary,no,0,yes,yes,cellular,15,jul,101,3,-1,0,unknown,no
84,retired,married,secondary,no,81204,no,no,telephone,28,dec,679,1,313,2,other,yes
32,services,single,secondary,no,1659,yes,no,unknown,30,may,120,6,-1,0,unknown,no
36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,nov,166,1,181,2,failure,no
33,blue-collar,married,secondary,no,395,yes,no,unknown,2,jun,122,1,-1,0,unknown,no
33,management,single,tertiary,no,1962,no,no,cellular,13,jul,363,1,181,1,failure,yes
51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,850,2,-1,0,unknown,yes
30,technician,single,secondary,no,158,no,no,cellular,6,oct,144,1,-1,0,unknown,yes
33,management,married,tertiary,no,5,yes,no,unknown,7,aug,12,1,-1,0,unknown,no
44,technician,married,secondary,no,945,yes,no,cellular,4,aug,190,1,-1,0,unknown,no
60,housemaid,married,unknown,no,491,no,no,cellular,14,aug,503,4,-1,0,unknown,no
55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,918,1,-1,0,unknown,yes
25,services,single,secondary,no,111,no,yes,cellular,7,jul,316,1,-1,0,unknown,no
51,management,single,tertiary,no,4305,yes,no,cellular,4,may,126,1,-1,0,unknown,no
32,blue-collar,married,primary,no,0,yes,yes,cellular,8,may,82,2,361,4,failure,no
32,technician,married,tertiary,no,3850,yes,no,cellular,20,apr,63,4,-1,0,unknown,no
38,blue-collar,married,primary,no,467,yes,no,unknown,16,may,379,1,-1,0,unknown,no
33,services,divorced,secondary,no,327,yes,no,unknown,7,may,109,1,-1,0,unknown,no
47,management,married,primary,no,4151,yes,no,unknown,14,may,114,1,-1,0,unknown,no
40,entrepreneur,married,tertiary,no,1953,yes,no,unknown,6,jun,112,5,-1,0,unknown,no
35,management,single,tertiary,no,644,yes,no,unknown,30,may,120,2,-1,0,unknown,no
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,nov,188,1,186,1,success,yes
37,services,married,secondary,no,775,no,no,cellular,14,aug,150,2,-1,0,unknown,yes
29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,0,unknown,yes
31,management,single,secondary,no,1088,yes,no,cellular,8,apr,575,2,-1,0,unknown,yes
48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,199,1,failure,yes
33,blue-collar,single,secondary,no,1387,no,no,cellular,5,feb,185,1,-1,0,unknown,no
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,1,-1,0,unknown,yes
60,retired,married,primary,no,6307,yes,no,unknown,11,jun,362,1,-1,0,unknown,no
55,housemaid,married,secondary,no,962,yes,no,cellular,28,apr,623,1,181,3,success,yes
23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,416,1,-1,0,unknown,yes
34,blue-collar,divorced,secondary,no,1780,yes,no,unknown,2,jun,187,9,-1,0,unknown,no
41,blue-collar,married,secondary,no,449,yes,yes,cellular,12,may,313,2,-1,0,unknown,no
49,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,3,-1,0,unknown,yes
83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,yes
48,self-employed,married,tertiary,no,16,yes,yes,cellular,18,nov,214,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,550,yes,no,cellular,20,apr,90,3,346,1,failure,no
36,management,married,tertiary,no,255,no,no,cellular,25,aug,242,6,95,4,success,yes
59,retired,married,primary,no,-47,yes,no,cellular,27,aug,84,4,-1,0,unknown,no
49,management,married,tertiary,no,22520,no,no,cellular,21,nov,579,9,-1,0,unknown,yes
23,management,single,tertiary,no,2605,yes,no,unknown,7,may,278,6,-1,0,unknown,no
41,entrepreneur,married,secondary,no,187,no,yes,cellular,21,jul,354,1,-1,0,unknown,no
38,management,married,tertiary,no,1463,yes,no,cellular,25,aug,425,4,-1,0,unknown,no
61,retired,married,primary,no,0,yes,yes,telephone,18,aug,280,13,-1,0,unknown,no
35,management,divorced,tertiary,no,26,no,no,cellular,16,apr,78,2,-1,0,unknown,yes
31,services,single,secondary,no,658,no,no,cellular,22,may,100,1,-1,0,unknown,no
28,technician,single,secondary,no,5763,no,yes,cellular,5,mar,196,2,-1,0,unknown,yes
28,student,single,secondary,no,153,no,no,cellular,23,jul,1124,2,-1,0,unknown,yes
31,management,single,tertiary,no,0,no,no,cellular,25,aug,9,12,-1,0,unknown,no
51,blue-collar,married,primary,no,0,no,no,unknown,8,may,384,1,-1,0,unknown,no
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,unknown,yes
60,admin.,married,primary,no,-444,no,yes,cellular,16,jul,227,1,-1,0,unknown,no
29,blue-collar,single,primary,no,213,yes,no,unknown,6,jun,2653,3,-1,0,unknown,yes
28,student,single,tertiary,no,61,yes,no,cellular,16,jul,401,8,-1,0,unknown,no
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,yes
32,management,married,tertiary,no,62,yes,no,telephone,13,nov,45,1,-1,0,unknown,no
40,services,married,secondary,no,113,yes,no,unknown,4,jun,126,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,1,262,7,success,yes
29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other,no
49,blue-collar,married,primary,yes,-98,yes,no,cellular,20,nov,182,2,-1,0,unknown,no
37,admin.,married,tertiary,no,29,no,no,cellular,14,may,404,2,183,2,other,yes
50,management,married,tertiary,no,67,no,yes,unknown,20,jun,156,3,-1,0,unknown,no
47,blue-collar,married,primary,no,3038,yes,no,cellular,14,jul,151,2,-1,0,unknown,no
35,technician,married,secondary,no,410,yes,no,cellular,20,nov,67,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,686,yes,yes,telephone,14,may,30,6,343,12,other,no
34,management,single,tertiary,no,5,no,no,cellular,18,aug,370,2,-1,0,unknown,yes
36,services,married,secondary,no,526,yes,no,cellular,17,apr,333,2,324,1,other,no
29,technician,married,tertiary,no,1489,yes,no,unknown,28,may,430,1,-1,0,unknown,no
31,management,single,tertiary,no,424,no,yes,cellular,7,aug,224,2,-1,0,unknown,no
31,technician,single,secondary,no,109,yes,no,unknown,21,may,419,1,-1,0,unknown,no
43,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,189,1,-1,0,unknown,no
39,blue-collar,married,tertiary,no,597,no,no,cellular,16,jul,686,6,-1,0,unknown,yes
49,services,married,secondary,no,653,no,no,cellular,11,aug,317,2,-1,0,unknown,no
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,190,1,92,5,success,yes
41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,yes
30,management,single,tertiary,no,2,no,no,cellular,23,mar,269,1,-1,0,unknown,no
57,admin.,married,primary,no,215,yes,yes,cellular,17,jul,210,2,-1,0,unknown,no
32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,812,1,-1,0,unknown,yes
57,technician,married,secondary,no,950,yes,no,cellular,9,jul,1272,1,-1,0,unknown,no
73,retired,divorced,primary,no,2308,no,no,telephone,30,mar,163,2,-1,0,unknown,yes
25,management,single,tertiary,no,490,no,no,cellular,7,sep,394,1,-1,0,unknown,no
33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,251,1,-1,0,unknown,no
30,self-employed,single,tertiary,no,578,yes,no,unknown,2,jun,142,4,-1,0,unknown,no
29,blue-collar,married,secondary,no,975,yes,no,unknown,27,may,265,2,-1,0,unknown,no
59,retired,married,secondary,no,1887,no,no,cellular,28,aug,88,8,-1,0,unknown,no
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
72,retired,married,primary,no,2600,no,no,cellular,3,feb,443,2,82,3,success,yes
29,management,single,tertiary,no,91,no,no,cellular,30,apr,99,1,274,4,other,no
37,services,married,secondary,no,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
44,blue-collar,single,secondary,no,-435,yes,no,unknown,27,may,141,2,-1,0,unknown,no
38,admin.,married,tertiary,no,4297,no,no,cellular,7,aug,206,2,-1,0,unknown,yes
53,retired,married,secondary,no,1296,yes,no,unknown,17,jun,115,1,-1,0,unknown,no
39,technician,single,tertiary,no,861,no,no,unknown,20,jun,32,5,-1,0,unknown,no
39,management,single,tertiary,no,763,no,no,cellular,22,feb,543,1,189,1,failure,yes
35,management,married,tertiary,no,16,no,no,cellular,19,nov,185,1,-1,0,unknown,no
35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,unknown,yes
31,student,single,tertiary,no,4951,no,no,cellular,28,jun,150,3,-1,0,unknown,no
60,entrepreneur,married,primary,no,83,yes,no,cellular,17,jul,302,2,-1,0,unknown,no
56,self-employed,married,secondary,no,784,no,yes,cellular,30,jul,149,2,-1,0,unknown,no
31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,1,93,7,other,yes
59,technician,married,secondary,no,316,no,no,cellular,14,aug,200,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,388,no,no,telephone,17,jul,265,2,-1,0,unknown,no
48,housemaid,single,primary,no,46,no,no,cellular,3,aug,113,2,180,1,failure,yes
36,admin.,single,secondary,no,206,yes,no,unknown,8,may,183,1,-1,0,unknown,no
26,services,married,secondary,no,-379,yes,yes,cellular,22,jul,1237,7,-1,0,unknown,yes
59,management,married,tertiary,no,5397,no,no,cellular,23,sep,244,1,92,3,success,yes
34,admin.,divorced,secondary,no,661,yes,no,cellular,5,aug,245,2,183,10,failure,yes
45,blue-collar,married,primary,no,360,no,no,unknown,20,jun,98,2,-1,0,unknown,no
36,blue-collar,married,primary,no,1503,no,no,cellular,19,nov,138,1,-1,0,unknown,no
40,admin.,single,secondary,no,664,no,no,cellular,19,nov,188,2,121,2,success,no
37,management,married,primary,no,1506,no,no,cellular,2,nov,101,3,80,3,success,no
43,blue-collar,married,primary,no,-120,yes,no,unknown,3,jun,46,1,-1,0,unknown,no
23,student,single,secondary,no,107,no,no,cellular,13,apr,256,5,181,2,success,yes
36,self-employed,single,tertiary,no,4844,no,no,unknown,9,jun,1137,3,-1,0,unknown,yes
31,blue-collar,single,secondary,no,33,yes,no,unknown,15,may,214,4,-1,0,unknown,no
36,management,single,tertiary,no,4,yes,no,cellular,7,may,855,2,342,1,failure,yes
34,blue-collar,married,secondary,no,1207,yes,no,unknown,21,may,905,1,-1,0,unknown,yes
51,blue-collar,married,primary,no,42,yes,no,cellular,12,may,51,2,342,3,failure,no
28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
50,admin.,married,secondary,no,10250,yes,no,cellular,7,dec,254,3,385,2,other,yes
55,blue-collar,married,primary,no,3297,yes,yes,telephone,30,apr,96,1,-1,0,unknown,no
22,student,single,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no
36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,298,1,-1,0,unknown,yes
40,blue-collar,married,primary,no,-22,yes,no,unknown,19,may,84,3,-1,0,unknown,no
42,self-employed,married,primary,no,3717,no,no,unknown,20,jun,235,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,799,no,yes,cellular,23,jul,2078,6,-1,0,unknown,yes
57,retired,married,secondary,no,519,yes,no,unknown,3,jun,393,3,-1,0,unknown,no
61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown,yes
32,technician,single,tertiary,no,703,yes,no,cellular,3,feb,489,2,271,2,success,no
46,technician,married,secondary,no,792,no,no,unknown,5,jun,170,2,-1,0,unknown,no
55,admin.,married,secondary,no,183,yes,no,unknown,6,may,150,1,-1,0,unknown,no
60,blue-collar,married,primary,no,631,no,no,cellular,12,aug,429,2,-1,0,unknown,yes
28,management,married,tertiary,no,258,no,yes,cellular,17,apr,93,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,apr,163,2,-1,0,unknown,no
51,entrepreneur,married,secondary,no,-799,no,yes,cellular,15,jul,1001,3,-1,0,unknown,yes
36,student,single,tertiary,no,129,no,no,cellular,27,oct,149,1,-1,0,unknown,yes
33,admin.,single,secondary,no,1437,yes,no,unknown,21,may,641,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,455,yes,no,cellular,11,jul,166,1,-1,0,unknown,no
49,housemaid,divorced,primary,no,198,yes,no,unknown,13,may,205,3,-1,0,unknown,no
53,management,married,tertiary,no,597,no,no,unknown,22,feb,392,1,-1,0,unknown,yes
32,management,single,tertiary,no,2465,no,no,cellular,13,aug,414,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes
26,student,single,unknown,no,2503,no,no,cellular,30,apr,121,1,63,2,failure,no
29,blue-collar,married,secondary,no,1,yes,no,unknown,6,may,215,1,-1,0,unknown,no
41,technician,married,secondary,no,457,yes,yes,unknown,26,may,181,2,-1,0,unknown,no
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,1,-1,0,unknown,yes
53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,0,unknown,no
30,admin.,divorced,secondary,no,10,yes,no,cellular,18,jul,658,2,-1,0,unknown,yes
46,technician,married,secondary,no,68,yes,yes,unknown,16,jun,87,3,-1,0,unknown,no
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
48,unemployed,married,secondary,no,855,yes,no,unknown,9,may,241,2,-1,0,unknown,no
47,technician,divorced,secondary,no,1013,no,no,cellular,15,jun,54,3,-1,0,unknown,no
38,management,divorced,tertiary,no,162,no,no,cellular,25,aug,323,4,-1,0,unknown,no
36,management,single,tertiary,no,219,no,no,cellular,3,feb,22,6,196,6,failure,no
41,management,married,tertiary,no,217,no,no,cellular,19,nov,328,1,-1,0,unknown,no
28,management,single,tertiary,no,4013,yes,no,unknown,4,jun,386,1,-1,0,unknown,no
59,retired,married,tertiary,no,1296,no,no,cellular,11,aug,862,11,-1,0,unknown,no
73,retired,divorced,tertiary,no,3203,no,no,cellular,20,apr,148,1,-1,0,unknown,yes
46,housemaid,married,primary,no,296,yes,no,unknown,20,jun,205,4,-1,0,unknown,no
49,services,married,secondary,no,-8,yes,no,unknown,8,may,1119,1,-1,0,unknown,yes
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,other,yes
47,unemployed,single,tertiary,no,2500,no,no,cellular,30,jan,240,1,-1,0,unknown,no
23,technician,single,secondary,no,-782,yes,yes,unknown,19,jun,197,10,-1,0,unknown,no
24,technician,single,secondary,no,598,no,no,cellular,12,may,762,1,182,2,success,yes
40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,unknown,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,103,1,182,3,success,yes
48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other,yes
26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,unknown,yes
37,management,married,tertiary,no,2672,yes,no,cellular,11,aug,549,1,-1,0,unknown,no
58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
33,management,married,tertiary,no,644,no,no,cellular,11,aug,99,2,-1,0,unknown,no
54,management,married,tertiary,no,752,no,no,telephone,29,jul,211,5,491,4,other,yes
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,oct,79,2,-1,0,unknown,yes
52,management,married,tertiary,no,31,no,no,cellular,10,mar,135,1,-1,0,unknown,yes
28,services,single,primary,no,198,no,no,cellular,4,feb,976,2,-1,0,unknown,yes
75,retired,married,primary,no,358,no,no,cellular,17,feb,364,11,-1,0,unknown,yes
45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,jul,118,4,-1,0,unknown,no
32,management,married,tertiary,no,1812,no,no,cellular,4,aug,296,1,182,4,other,yes
74,retired,divorced,primary,no,29080,no,no,cellular,30,jun,301,5,93,4,other,yes
50,management,married,tertiary,no,19,no,yes,cellular,23,jul,205,1,-1,0,unknown,no
46,services,married,secondary,no,375,no,no,telephone,31,jul,172,6,-1,0,unknown,no
25,technician,single,tertiary,no,3411,no,no,cellular,19,aug,225,2,-1,0,unknown,yes
30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,yes
59,admin.,married,secondary,no,1365,no,no,unknown,19,jun,327,1,-1,0,unknown,no
37,management,single,tertiary,no,0,no,no,cellular,7,jul,643,3,-1,0,unknown,no
53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown,yes
73,retired,divorced,primary,no,5028,no,no,cellular,4,dec,696,10,-1,0,unknown,yes
44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,483,1,-1,0,unknown,yes
29,student,single,unknown,no,10332,no,no,cellular,2,nov,46,3,-1,0,unknown,yes
29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,yes
25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
29,technician,married,secondary,no,344,yes,yes,unknown,28,may,279,2,-1,0,unknown,no
23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,190,2,280,8,failure,yes
32,management,married,tertiary,no,0,no,no,unknown,9,may,280,1,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,22,aug,34,2,-1,0,unknown,no
43,entrepreneur,single,tertiary,no,42,no,no,cellular,7,jul,285,1,-1,0,unknown,no
53,blue-collar,married,primary,no,421,yes,no,cellular,20,nov,677,1,-1,0,unknown,yes
40,blue-collar,married,primary,no,7831,yes,no,unknown,14,may,78,1,-1,0,unknown,no
31,management,single,tertiary,no,15,no,no,cellular,11,aug,119,2,-1,0,unknown,no
42,management,married,tertiary,no,559,no,no,cellular,19,aug,88,1,-1,0,unknown,no
34,technician,married,secondary,no,883,no,no,cellular,14,aug,163,3,-1,0,unknown,no
36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,649,2,-1,0,unknown,yes
77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,210,1,-1,0,unknown,yes
30,services,single,unknown,no,138,yes,no,cellular,20,apr,187,1,-1,0,unknown,no
26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,yes
44,admin.,married,secondary,no,1248,yes,yes,cellular,8,may,428,3,-1,0,unknown,no
30,admin.,married,secondary,no,46,yes,no,unknown,6,may,114,2,-1,0,unknown,no
31,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,no
29,management,single,tertiary,no,-11,yes,no,cellular,14,may,164,2,-1,0,unknown,no
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes
29,blue-collar,single,secondary,no,260,yes,no,unknown,2,jun,707,14,-1,0,unknown,yes
25,student,single,unknown,no,1003,no,no,cellular,12,aug,361,1,-1,0,unknown,yes
33,management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown,no
42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,no
43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,no
67,retired,married,unknown,no,2540,no,no,telephone,14,sep,279,3,92,9,success,yes
70,retired,married,secondary,no,2064,no,no,cellular,22,oct,334,1,-1,0,unknown,no
56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,304,3,-1,0,unknown,no
46,admin.,married,secondary,no,5021,no,no,cellular,15,jul,957,1,182,1,success,yes
46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,194,4,436,1,other,no
30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,525,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,820,1,-1,0,unknown,yes
42,blue-collar,single,primary,no,92,no,no,cellular,30,jul,86,2,-1,0,unknown,no
38,housemaid,married,primary,no,3918,no,no,cellular,27,aug,101,3,-1,0,unknown,no
51,management,married,tertiary,no,385,no,no,cellular,11,aug,39,2,-1,0,unknown,no
44,management,married,tertiary,no,0,yes,no,cellular,31,jul,49,5,-1,0,unknown,no
35,management,married,tertiary,no,0,yes,yes,cellular,25,jul,86,4,-1,0,unknown,no
